tDays,Actual day,Energy,Count,EnergyPerCountFiltered,Temp,X,Y,Z,BIN_0,BIN_1,BIN_2,BIN_3,BIN_4,BIN_5,BIN_6,BIN_7,BIN_8,BIN_9,BIN_10,BIN_11,BIN_12,BIN_13,BIN_14,BIN_15,BIN_16,BIN_17,BIN_18,BIN_19,BIN_20,BIN_21,BIN_22,BIN_23,BIN_24,BIN_25,BIN_26,BIN_27,BIN_28,BIN_29
40.57534722,41.57534722,41222,5704,7.226858345,612,64856,924,272,331,612,479,1511,1781,810,162,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57604167,41.57604167,42448,5702,7.444405472,612,64856,924,271,296,614,443,1507,1823,823,170,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57673611,41.57673611,41334,5700,7.251578947,612,64854,927,268,301,662,486,1503,1787,788,144,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57743056,41.57743056,41284,5705,7.236459246,609,64856,927,268,321,636,470,1503,1822,763,166,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.578125,41.578125,41999,5705,7.361787905,614,64856,931,263,324,621,419,1469,1905,782,162,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57881944,41.57881944,41217,5703,7.227248816,610,64856,924,271,336,631,469,1560,1780,734,164,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57951389,41.57951389,41841,5698,7.343102843,614,64851,927,271,337,659,435,1460,1805,814,163,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.58020833,41.58020833,42453,5704,7.442671809,614,64856,924,268,334,625,436,1487,1852,758,178,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.58090278,41.58090278,41418,5699,7.267590805,612,64857,927,268,318,632,481,1556,1784,718,179,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.58159722,41.58159722,41531,5702,7.283584707,612,64860,934,255,326,641,451,1513,1812,781,147,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.58229167,41.58229167,41524,5704,7.279803647,614,64856,927,263,373,616,430,1452,1870,769,170,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.58298611,41.58298611,42259,5702,7.411259207,614,64856,927,265,319,571,438,1511,1866,808,166,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.58368056,41.58368056,42554,5703,7.461686831,610,64860,924,273,293,626,450,1503,1807,829,166,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.584375,41.584375,42493,5703,7.450990707,614,64856,927,271,273,611,465,1550,1792,818,167,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.58506944,41.58506944,43077,5703,7.553392951,612,64856,924,278,284,617,408,1559,1826,804,176,24,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.58576389,41.58576389,41535,5703,7.283008943,614,64860,924,268,282,617,437,1545,1871,779,145,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.58645833,41.58645833,42659,5702,7.481410032,612,64856,928,267,288,585,415,1525,1879,813,174,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
